Name,Ingredients,Making,Link,Type
Egge Von Kabel,"['1 oz. Tequila', '1 oz. Pisang Ambon', 'Orange Juice']",Stir ingredients with ice in a Collins glass and fill with orange juice. Top with a few raspberries.,https://www.barnonedrinks.com/drinks/e/egge-von-kabel-11757.html,Cocktails
Ego Alley Breeze,"['4 oz. Tequila', '2 oz. Coconut Rum', '6 oz. Pineapple Juice', '4 oz. Limeade']","Shake with ice and pour into martini glass. Add pineapple wedge and cherry on toothpick. Named after Ego Alley Annapolis, MD. A huge boater's hangout.",https://www.barnonedrinks.com/drinks/e/ego-alley-breeze-14909.html,Cocktails
Ehh Doggyman,"[""2 oz. Captain Morgan's Spiced Rum"", '1 dash(es) Vanilla Extract', 'Coca Cola']",Make in a tumbler over ice and fill with Coca Cola.,https://www.barnonedrinks.com/drinks/e/ehh-doggyman-10346.html,Cocktails
El Bano,"['1 oz. Tequila', '2 oz. Tonic Water', '3 oz. Orange Juice']","Mix and serve in a cokatil glass. Garnish with one Twix bar to give it that ""toilet look and feel that we all love."" This drink is also known as Tequila Toilet.",https://www.barnonedrinks.com/drinks/e/el-bano-1838.html,Cocktails
El Cid,"['1/2 oz. Dry Gin', '1/2 oz. Midori', ""1/2 oz. Rose's Lime Juice"", '1 oz. Orange Juice']",Shake with ice and strain into a sugar rimmed cocktail glass. Garnish with a cherry.,https://www.barnonedrinks.com/drinks/e/el-cid-1839.html,Cocktails
El Cubano A Brazilian Mojito,"['1 1/2 oz. Cachaca Fazenda Mae de Ouro', '1/2 Lime', '2 tsp. Sugar', '4 sprig(s) Mint', 'Club Soda']","Gently muddle mint and sugar with a little soda water in a mixing glass until the sugar dissolve. Squeeze the lime into the glass, add cachaça and shake with ice. Strain over cracked ice in a highball glass. Add soda water. Garnish with Mint Sprig.",https://www.barnonedrinks.com/drinks/e/el-cubano-a-brazilian-mojito-13166.html,Cocktails
El Dragao Matador The Dragon Killer,"['1 1/2 oz. Cachaca Fazenda Mae de Ouro', '1/2 oz. Blue Curacao', 'Orange Juice']","Shake all ingredients in a shaker with crushed ice. Strain over ice into a tall glass.
Background: Dragão is Brazilian slang for someone who is “not that attractive”. You can figure what happens after a few of these…From Emio Kamatani, São Paulo, Brazil",https://www.barnonedrinks.com/drinks/e/el-dragao-matador-the-dragon-killer-13158.html,Cocktails
El Fulo,"['3/4 oz. Honey Syrup Clover - 2 parts clover honey and 1 part water', '3 wedge(s) Lemon', '9 Mint Leaves', '2 oz. Dry Gin', '1 oz. Gin']","Gin is the most traditional cocktail base. In El Fulo, the clover honey syrup infuses taste to the mild flavored gin, resulting in a tropical blonde (fulo) cocktail of exhilarating candor.
In a pint glass, hand press lemon wedges and mint leaves. Add all spirits and mixers, add ice and shake vigorously for 6 sec. Strain over fresh ice in an old fashioned glass. Crown it with crushed ice. Garnish with a powdered sugar dusted mint sprig and lemon peel.
Pablo Moix's undeniable passion for mixing drinks along with nearly 16 years of experience behind the bar, from dive bars to LA's hottest restaurants and nightclubs, have gained him recognition as one of the region's most respected mixologist.
Pablo earned second place honors at the Leblon Cachaca Competition and his unique cocktail blend at the Flor de Cana Competition led him to the victorious first place win.
Currently, Pablo is Principal Bartender for the ONE Group Los Angeles and the Master Mixologist at the acclaimed STK restaurant where he develops signature cocktails with what he describes as a ""California Fresh"" sensibility, balancing complex spirits and bitters with fresh, straight forward fruit flavors that appeal to connoisseurs and newcomers alike.",https://www.barnonedrinks.com/drinks/e/el-fulo-13680.html,Cocktails
El Presidente,"['1 1/4 oz. Dark Rum', '1 Lime (Juice of, fresh)', '1/6 oz. Pineapple Juice', '1/6 oz. Grenadine']",Shake with ice and strain into chilled cocktail glass.,https://www.barnonedrinks.com/drinks/e/el-presidente-1840.html,Cocktails
El Presidente Cocktail #1,"['1 1/2 oz. Rum', '1 1/4 oz. French Vermouth', '2 dash(es) Grenadine']",Shake with ice and strain into a cocktail glass. Garnish with an orange twist.,https://www.barnonedrinks.com/drinks/e/el-presidente-cocktail-1-1841.html,Cocktails
El Presidente Cocktail #2,"['3/4 oz. Dry Vermouth', '1 1/2 oz. White Rum', 'dash(es) Bitters']",Stir and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/el-presidente-cocktail-2-1842.html,Cocktails
El Topo,"['3/4 part(s) Anchos Reyes Chile Liqueur', '1 part(s) Hudson Baby Bourbon', '1 part(s) Lemon Juice', '1/2 part(s) Agave Nectar', '5 Tomatoes (Cherry)', '3 part(s) Tecate Light', '1 pinch(es) Salt']","Muddle the cherry tomatoes in a mixing tin. Combine remaining ingredients except the Mexican lager. Add ice, shake, and double strain over fresh ice into a pilsner glass. Top with Mexican lager. Using a vegetable peeler, remove a long peel of lemon. Express the oils over the cocktail, rub peel around the glass rim, and place atop the cocktail alongside three cherry tomatoes.",https://www.barnonedrinks.com/drinks/e/el-topo-14939.html,Cocktails
Elder Margarita,"['1 oz. Tequila', '1 1/2 oz. St-Germain Elderflower Liqueur', '2 oz. Sour Mix']",Shake all ingredients with ice and fine strain into an ice-filled glass. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/e/elder-margarita-13209.html,Cocktails
Elderflower Collins,"['1 oz. Gin', '1 1/2 oz. St-Germain Elderflower Liqueur', '1/2 oz. Lemon Juice', 'Soda']",Shake first three ingredients and strain into an ice-filled Collins glass. Top with soda. Garnish with a lemon wedge or wheel.,https://www.barnonedrinks.com/drinks/e/elderflower-collins-13210.html,Cocktails
Eldorado,"['1 tbsp. Honey', '1 1/2 oz. Lemon Juice', '2 oz. Tequila']",Shake with ice and strain into a collins glass over ice. Garnish with an orange slice.,https://www.barnonedrinks.com/drinks/e/eldorado-1845.html,Cocktails
Electric Blue Dynamite,"['1 bottle(s) Smirnoff Ice', '1/2 oz. Vodka', '1/2 oz. Blue Curacao', '7-Up']","Pour bottle of Smirnoff Ice, vodka and blue curacao into a highball glass and top off with 7-Up. Toss in several brightly colored straws and serve. This drink is a favorite at Keele University in England because it is relatively inexpensive and results in a buzz after just one or two (especially if you drink it through the straws)!",https://www.barnonedrinks.com/drinks/e/electric-blue-dynamite-10607.html,Cocktails
Electric Blue Freezie,"['1/2 oz. Blue Curacao', '1/2 oz. Sourpuss Raspberry Liqueur', '7-Up']",Pour into a cocktail glass over ice and fill with 7-Up.,https://www.barnonedrinks.com/drinks/e/electric-blue-freezie-11224.html,Cocktails
Electric Blue Popsicle,"['1/3 oz. Triple Sec', '1/3 oz. Amaretto', '1/3 oz. Blue Curacao', '1/3 part(s) Lemon Juice', '1/3 part(s) Lime Juice', '1/3 part(s) 7-Up']","Fill a Tom Collins glass with ice and add Triple Sec, Amaretto and Blue Curacao. Add equal parts of lemon juice, lime juice and 7-Up until full. Garnish with either a lemon or lime wedge.",https://www.barnonedrinks.com/drinks/e/electric-blue-popsicle-8809.html,Cocktails
Electric Gatorade,"['1/2 oz. Vodka', '1/2 oz. Gin', '1/2 oz. Rum', '1/2 oz. Tequila', '1/2 oz. Triple Sec', '1 oz. Sour Mix', '1/2 oz. Midori']","Combine vodka, gin, rum, tequila, triple sec and sour mix in a standard bar glass. Shake ingredients.Top with Midori for color and added flavor.",https://www.barnonedrinks.com/drinks/e/electric-gatorade-10969.html,Cocktails
Electric Ice Tea,"['1 1/2 oz. Rum', '1 1/2 oz. Vodka', '1 1/2 oz. Gin', '1 oz. Tequila', '1 oz. Triple Sec', '1 splash(es) Blue Curacao', '7-Up']",Pour into a highball glass and top with 7-Up. Garnish with a lemon slice.,https://www.barnonedrinks.com/drinks/e/electric-ice-tea-1847.html,Cocktails
Electric Jam,"['1 1/4 oz. Vodka', '1/2 oz. Blue Curacao', '2 oz. Sour Mix', 'Lemon Lime Soda']",Pour over ice into a collins glass and stir.,https://www.barnonedrinks.com/drinks/e/electric-jam-1848.html,Cocktails
Electric Koolaid,"['1 oz. Midori', '1 oz. Blue Curacao', ""1/2 oz. Captain Morgan's Spiced Rum"", '1 splash(es) Galliano (Or lime juice)', 'Pineapple Juice', 'Grape Juice']","Combine over a little ice in a cocktail glass, finishing with the splash of Galliano.",https://www.barnonedrinks.com/drinks/e/electric-koolaid-6820.html,Cocktails
Electric Lemonade,"['1 1/4 oz. Vodka', '1/2 oz. Blue Curacao', '2 oz. Sweet and Sour Mix', '1 splash(es) 7-Up']",Flash blend in a tall glass and garnish with a lemon slice.,https://www.barnonedrinks.com/drinks/e/electric-lemonade-1851.html,Cocktails
Electric Lemonade #2,"['1 oz. Rum', '1 oz. Vodka', '1 oz. Gin', '1 oz. Blue Curacao', '1 oz. Pineapple Juice', '1 oz. 7-Up']",Mix and serve over ice in a highball glass.,https://www.barnonedrinks.com/drinks/e/electric-lemonade-2-1852.html,Cocktails
Electric Lemonade #3,"['1 part(s) Absolut Citron Vodka', '1/2 part(s) Hiram Walker Orange Curacao', '4 part(s) Lemonade', '1/2 tbsp. Strawberries (pureed)']",Blend with ice. Serve in a hurricane glass with a lemon wheel garnish.,https://www.barnonedrinks.com/drinks/e/electric-lemonade-3-14418.html,Cocktails
Electric Lizard,"['1 oz. Midori', '1 oz. Vodka', '4 oz. Sour Mix']",Shake and serve in a tall glass filled with ice.,https://www.barnonedrinks.com/drinks/e/electric-lizard-1853.html,Cocktails
Electric Sex,"['1 oz. Vodka', '1 oz. Gin', '1 oz. Rum', '1 oz. Tequila (Optional)', '1 oz. Blue Curacao', '1 1/2 oz. Sour Mix', '1 1/2 oz. 7-Up']",Combine in a highball glass filled with ice. Garnish with a lemon wedge,https://www.barnonedrinks.com/drinks/e/electric-sex-7634.html,Cocktails
Electric Watermelon #1,"['1 oz. Rum', '1 oz. Gin', '1 oz. Vodka', '1 oz. Midori', '2 1/2 oz. Sweet and Sour Mix', '3 drop(s) Grenadine', '1 splash(es) 7-Up']","Mix all ingredients in a fishbowl glass with crushed ice. Once settled, float the grenadine in the center with a stir-straw.",https://www.barnonedrinks.com/drinks/e/electric-watermelon-1-1855.html,Cocktails
Elephant Lips,"['1 1/2 oz. Dark Rum', '1/2 oz. Creme de Banane', '1/2 oz. Lemon Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/elephant-lips-1857.html,Cocktails
Elephant Man,"[""1/3 oz. Jack Daniel's Whiskey"", '1/3 oz. Tequila', '1/3 oz. Bacardi 151 Proof Rum']","In a shot glass, pour the Jack Daniel's in first, add the tequila, then the 151 proof rum. Light it up, put straw in and drink. Warning: Have a fire extinguisher near by. ALWAYS USE CAUTION WITH FIRE.",https://www.barnonedrinks.com/drinks/e/elephant-man-1858.html,Cocktails
Elephant Ride,"['1 1/2 oz. Feni - The Spirit of india', '1 oz. Drambuie Liqueur', '1/2 oz. Campari', '1/4 oz. Lime Juice']",Build in a shaker filled with ice. Strain into a glass with 1 ice cube. Garnish with a lime twist and an orange wedge.,https://www.barnonedrinks.com/drinks/e/elephant-ride-14990.html,Cocktails
Elevated Margarita,"['2 part(s) Avion Silver Tequila', '1 part(s) Lime Juice', '1/2 part(s) Agave Nectar']","Add Avion, Lime Juice and Agave Nectar into a shaker with ice. Shake the mixing can vigorously; salt your rim and fine strain over fresh ice. Garnish with a lime and enjoy!
With Art Basel, one of the most prestigious art shows in the Americas, right around the corner, what better way to celebrate than with a Tequila Avion Elevated Margarita? This year marks the tenth anniversary of a celebration recognizing renowned artists and budding talents; with a larger global following each year, artists and art enthusiasts participate in the ""winter meeting place for the international art world."" Tequila Avion will collaborate with two title sponsors to celebrate art with extravagance and exclusivity: NetJets Inc., the worldwide leader in private aviation, and Cartier, the renowned French jeweler with a heritage embedded in luxury. Whether you're in Miami or not, toast with Tequila Avión to luxury and talented artists like a celebrity.",https://www.barnonedrinks.com/drinks/e/elevated-margarita-14840.html,Cocktails
Elf Tea #1,"['1 oz. Peppermint Liqueur', '3 oz. Iced Tea', '1/2 Lemon', 'Sugar (To taste)']",Mix all the ingredients and squeeze lemon over the top.,https://www.barnonedrinks.com/drinks/e/elf-tea-1-1859.html,Cocktails
Elf Tea #2,"['1/2 oz. Peppermint Schnapps', '1/2 oz. Baileys Irish Cream', '4 oz. Iced Tea']",Mix and pour over ice.,https://www.barnonedrinks.com/drinks/e/elf-tea-2-1860.html,Cocktails
Elixir de Menthe,"['1 1/2 cup(s) Water (Boiling)', '2 tbsp. Honey', '4 sprig(s) Mint']","Let the mint sprigs infuse for 2 to 3 minutes in the boiling water. Add the honey and stir well. Take the pan of the heat and cool. Once cold, filter the mixture and serve over ice in a collin glass.",https://www.barnonedrinks.com/drinks/e/elixir-de-menthe-6337.html,Cocktails
Elk's Own Cocktail,"['1 1/2 oz. Blended Scotch Whisky', '3/4 oz. Port', '1/4 Lemon (Juice of, fresh)', '1 tsp. Powdered Sugar', '1 Egg White']",Shake with ice and strain into a cocktail glass. Garnish with a pineapple slice and serve.,https://www.barnonedrinks.com/drinks/e/elks-own-cocktail-1862.html,Cocktails
Embassy Royal,"['1 oz. Bourbon Whiskey', '1/2 oz. Drambuie Liqueur', '1/2 oz. Sweet Vermouth', '2 dash(es) Orange Syrup']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/embassy-royal-1864.html,Cocktails
Embryo,"['1 1/2 oz. Peppermint Schnapps', 'dash(es) Half and Half Cream', 'dash(es) Grenadine']",Pour half and half into the middle of the schnapps and add grenadine. Use a highball glass.,https://www.barnonedrinks.com/drinks/e/embryo-1865.html,Cocktails
Emerald #1,"['1 oz. Gin', '1 oz. Dry Vermouth', '1/2 oz. Blue Curacao', '1/2 oz. Midori']",Stir in a cocktail glass.,https://www.barnonedrinks.com/drinks/e/emerald-1-1866.html,Cocktails
Emerald #2,"['4 oz. Brandy', '2 oz. Creme de Menthe', '1 oz. Lemon Juice']",Shake with ice and strain into a highball glass.,https://www.barnonedrinks.com/drinks/e/emerald-2-1867.html,Cocktails
Emerald #3,"['2 oz. Cork Gin', '1 tsp. Green Creme de Menthe', '3 dash(es) Bitters']",Shake with ice and strain into a cocktail glass. Garnish with a green cherry.,https://www.barnonedrinks.com/drinks/e/emerald-3-1868.html,Cocktails
Emerald City,"['1 oz. White Rum', ""1 oz. Captain Morgan's Spiced Rum"", '1/2 oz. Malibu Rum', '1/2 oz. Blue Curacao', '1 oz. Orange Juice', '1 oz. Pineapple Juice', '1/2 oz. Sweet and Sour Mix']",Shake with crushed ice and pour into your favourite glass.,https://www.barnonedrinks.com/drinks/e/emerald-city-5672.html,Cocktails
Emerald City #2,"['1 1/2 oz. Light Rum', '3/4 oz. Blue Curacao', '3/4 oz. Lime Vodka', '3/4 oz. Sour Mix', '2 oz. Orange Juice', '2 oz. Pineapple Juice', '1 splash(es) Club Soda']",Pour all the ingredients into tall glass filled with ice. Cover with a shaker and swirl gently. Garnish with an orange slice and a cherry.,https://www.barnonedrinks.com/drinks/e/emerald-city-2-6235.html,Cocktails
Emerald Forest,"['1 tsp. White Creme de Menthe', '1 1/2 oz. Gin', '1 tsp. Green Creme de Menthe']","In a mixing glass half-filled with crushed ice, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.barnonedrinks.com/drinks/e/emerald-forest-1869.html,Cocktails
Emerald Isle Cocktail,"['2 oz. Gin', '1 tsp. Green Creme de Menthe', '3 dash(es) Bitters']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/e/emerald-isle-cocktail-1870.html,Cocktails
Emerson #1,"['1 oz. Sweet Vermouth', '1 1/2 oz. Gin', '1/2 Lime (Juice of, fresh)', '1 tsp. Maraschino Liqueur']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/emerson-1-1872.html,Cocktails
Empire Glory,"['1 oz. Rye Whiskey', '1/2 oz. Ginger Wine', '1/2 oz. Lemon Juice', '2 dash(es) Grenadine']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/e/empire-glory-1873.html,Cocktails
Endurance,"['1 oz. Hazelnut Liqueur', '1 oz. Irish Cream', '1/2 oz. Kahlua', '1/2 oz. Banana Liqueur', '1/2 Banana', '1 oz. Espresso (Hot)', 'Chocolate Syrup']","Add all but chocolate sauce into the blender, adding the espresso last and blend with 1 cup of ice until smooth. Pour into a cocktail glass that you have swirled chocolate into.",https://www.barnonedrinks.com/drinks/e/endurance-1875.html,Cocktails
English Bolo,"['4 oz. Dry Sherry', '1 1/2 oz. Lemon Juice', '1 tsp. Sugar', '1 Cinnamon Stick']",Pound cinnamon stick with lemon juice and sugar in an old-fashioned glass. Pour in sherry and stir.,https://www.barnonedrinks.com/drinks/e/english-bolo-1876.html,Cocktails
English Highball,"['3/4 oz. Brandy', '3/4 oz. Gin', '3/4 oz. Sweet Vermouth', 'Carbonated Water']","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Garnish with the twist of a lemon peel, stir, and serve.",https://www.barnonedrinks.com/drinks/e/english-highball-1877.html,Cocktails
English Orchard,"['1 dash(es) Apple Juice', '1 2/3 oz. Plymouth Gin', '2 1/3 oz. Ginger Ale', '1 Plum']",Cut plum in eights. Place with the apple juice in tall glass and muddle ingredients together. Add the Plymouth Sloe Gin and top with ginger ale. Stir and add garnish.,https://www.barnonedrinks.com/drinks/e/english-orchard-13184.html,Cocktails
English Rose Cocktail,"['3/4 oz. Apricot Brandy', '1 1/2 oz. Gin', '3/4 oz. Dry Vermouth', '1 tsp. Grenadine', '1/4 tsp. Lemon Juice']",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except a cherry) with ice and strain into sugar-rimmed glass. Garnish with a cherry and serve.,https://www.barnonedrinks.com/drinks/e/english-rose-cocktail-1878.html,Cocktails
Enigma,"['1 oz. Malibu Rum', '1 oz. Absolut Vodka', '1 oz. Triple Sec', '1 oz. Southern Comfort', '1 oz. Amaretto', '1 splash(es) Orange Juice', '1 splash(es) Cranberry Juice', '1 splash(es) Grenadine']",Mix and serve over ice.,https://www.barnonedrinks.com/drinks/e/enigma-1879.html,Cocktails
