Name,Ingredients,Making,Link,Base
Spiced Apple Cider,"['4 cups fresh apple cider', '1 cinnamon stick', '1/2 teaspoon whole allspice berries', '6 whole cloves', '1 star anise pod', '1 large swath of orange peel', '4 ounces calvados or bourbon (optional)', 'Garnish: orange slices', 'Garnish: cinnamon sticks']","Serves 4 to 6.
Add the cider, cinnamon stick, allspice berries, whole cloves, star anise pod and orange peel into a medium saucepan and bring to a simmer over medium heat.
Reduce heat to medium-low and allow to cook just below a simmer for 30 minutes to an hour.
Remove from heat and add the bourbon or calvados, if using. Stir briefly to combine.
Garnish each with an orange slice and a cinnamon stick.",https://www.liquor.com/spiced-apple-cider-recipe-5206530,Cognac & Other Brandy Cocktails
All the Way Up,"['1 ounce D’ussé VSOP cognac', '1/2 ounce Amaro Montenegro', '1/2 ounce lemon juice, freshly squeezed', '1/2 ounce passion fruit puree', '3/4 ounce grenadine*', '3 dashes orange bitters', 'Champagne, chilled, to top', 'Garnish: lemon wheel']","Add the cognac, amaro, lemon juice, passion fruit puree, grenadine and orange bitters into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Top with Champagne.
Garnish with a lemon wheel.
*Grenadine: Add 2 cups unsweetened pomegranate juice, 2 cups granulated sugar and peels and juice from 2 lemons into a saucepan. Bring to a boil, then lower the heat to simmer, stirring until sugar is dissolved. Allow to cool, then strain out and discard solids. Chill mixture before using. Will keep, covered and refrigerated, for up to 1 month.",https://www.liquor.com/all-the-way-up-cocktail-recipe-5120719,Cognac & Other Brandy Cocktails
Love Potion,"['3/4 ounce cognac', '3/4 ounce rum', 'ounce Heirloom alchermes', '1/2 ounce pinot noir juice', ""1/4 ounce John D. Taylor's Velvet Falernum"", '1/4 ounce lemon juice, freshly squeezed', '2 bitters', '1 pinch gold Luster Dust', 'Garnish: orange twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over a large ice cube.
Express the oils from an orange twist over the drink, then garnish with the twist.",https://www.liquor.com/love-potion-cocktail-recipe-5111985,Cognac & Other Brandy Cocktails
Bananarac,"['Absinthe', '1 ounce whiskey', '1 ounce Armagnac', '1/2 ounce Giffard Banane du Brésil liqueur', '1/2 teaspoon demerara simple syrup', '1 dash bitters', 'lemon twist']","Pour a small amount of absinthe into a chilled rocks glass. Swirl to coat the inside and discard any excess.
Add the rye whiskey, Armagnac, Banane du Brésil liqueur, demerara simple syrup and aromatic bitters into a mixing glass with ice and stir until well-chilled.
Strain into the prepared rocks glass over fresh ice.
Twist a swath of lemon peel over the drink to express its oils and discard the peel.",https://www.liquor.com/recipes/bananarac/,N/A
Pumpkin Sazerac,"['2 ounces cognac', '1/2 ounce pumpkin syrup', '3 dashes bitters', '1/4 ounce absinthe', 'lemon twist']","Chill a rocks glass in the freezer for 15 minutes.
Add the cognac (or rye whiskey), pumpkin syrup and bitters into a mixing glass with ice and stir for 30 seconds.
Remove the rocks glass from the freezer and add the absinthe, swirling it around the inside, then discard the excess.
Strain the stirred mixture into the prepared glass.
Twist a swath of lemon peel over the glass to express the oils onto the drink, then discard.
*Pumpkin syrup: Add 16 ounces hot water, 3 1/2 cups granulated white sugar, 1/2 cup packed brown sugar, 1 teaspoon ground cinnamon, 1/2 teaspoon ground nutmeg, 1/2 teaspoon allspice and 20 sugar-cube-size lumps of freshly cooked pumpkin into a blender. Blend until the texture is smooth. Strain through a sieve and discard solids. Keep refrigerated.",https://www.liquor.com/pumpkin-sazerac-cocktail-recipe-5082132,N/A
Golden Sazerac,"['Absinthe, to rinse', '2 1/4 ounces Hennessy VSOP cognac', ""1 barspoon Lyle's golden syrup"", ""6 dashes Peychaud's bitters"", 'Garnish: lemon twist']","Rinse a chilled rocks glass with absinthe, discarding any excess, and set aside.
Add the cognac, bitters and syrup to a mixing glass with ice and stir until well-chilled.
Strain into the prepared rocks glass.
Garnish by twisting a swath of lemon peel over the surface of the drink to express its oils, then discard.",https://www.liquor.com/recipes/golden-sazerac/,N/A
White Summer Sazerac,"['1 ounce Kings County moonshine (white corn whiskey)', '1/2 ounce Kings County Empire rye whiskey', '1/2 ounce Singani 63 brandy', '1/4 ounce Italicus aperitivo', '1/4 ounce simple syrup', '6 dashes fennel bitters', '3 dashes celery bitters', '1 pinch celery salt', '6 spritzes absinthe', 'Garnish: edible flower']","Add all the ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a chilled rocks glass.
Garnish with an edible flower.",https://www.liquor.com/recipes/white-summer-sazerac/,N/A
La Tour Eiffel,"['1/4 ounce absinthe', '2 1/2 ounces cognac', '1/2 ounce Cointreau', '1/2 ounce Suze', 'lemon twist']","Pour the absinthe into a chilled Champagne flute, tilting and rotating the glass to coat the interior.
Add a few ice cubes to the flute and set aside.
Add the cognac, Cointreau and Suze into a mixing glass with fresh ice and stir until well-chilled.
Discard the ice and any excess absinthe from the prepared flute and strain the drink into it.
Garnish with a lemon twist.",https://www.liquor.com/recipes/la-tour-eiffel/,N/A
Kanar Sazerac,"['1 ounce Fernet-Branca liqueur', '1 ounce XO cognac', '1/2 ounce simple syrup', '4 dashes Angostura bitters', '4 dashes orange bitters', 'Garnish: salt rim', 'Garnish: lemon twist']","Rim half of a chilled Old Fashioned or rocks glass with salt and set aside.
Add the Fernet-Branca, cognac, simple syrup, Angostura bitters and orange bitters into a mixing glass with ice and stir until well-chilled.
Strain into the prepared glass.
Express the oils from a lemon peel over the top of the drink and discard peel.",https://www.liquor.com/recipes/kanar-sazerac/,N/A
Old Cuban,"['6 mint leaves', '1 ounce simple syrup', '3/4 ounce lime juice', '1 1/2 ounces rum', '2 dashes bitters', '2 ounces Champagne', 'mint sprig']","Muddle the mint leaves with the simple syrup and lime juice in a shaker.
Add the rum and bitters and ice, and shake until well-chilled.
Double-strain into a coupe glass.
Top with Champagne and garnish with a mint sprig.",https://www.liquor.com/recipes/old-cuban/,N/A
South Mint 75,"['1 ounce gin', '3/4 ounce lemon juice', '3/4 ounce lemongrass syrup', '6 mint leaves', 'cava', 'mint leaf']","Add the gin, lemon juice, lemongrass syrup and mint leaves into a shaker with ice and shake until well-chilled.
Double-strain into a coupe glass.
Top with the brut Cava.
Slap a mint leaf against the back of your hand to express its fragrant oils, then garnish by placing the leaf on the surface of the cocktail.
*Lemongrass syrup: Combine 1 cup sugar, 2 peeled lemongrass stalks (sliced) and 1 cup water in a small saucepan. Bring to a simmer and continue to simmer for 10 minutes or until the desired flavor is achieved. Remove from the heat, cool and strain out the solids. Store in the refrigerator for up to one week.",https://www.liquor.com/recipes/south-mint-75/,N/A
French Harvest,"['1 1/2 ounces gin', '3/4 ounce lemon juice', '3/4 ounce simple syrup', 'sparkling cider', 'lemon twist']","Add the gin, lemon juice and simple syrup into a shaker with ice and shake until well-chilled.
Strain into a Champagne flute.
Top with the cider.
Garnish with a lemon twist.",https://www.liquor.com/recipes/french-harvest/,N/A
West 75th,"['1 ounce Calvados', '1/2 ounce lemon juice, freshly squeezed', '1/4 ounce raspberry syrup*', '2 dashes Angostura orange bitters', '3 ounces Cleto Chiarli Pruno Nero lambrusco, chilled', 'Garnish: lemon twist']","Add the Calvados, lemon juice, raspberry syrup and orange bitters to a shaker with ice and shake until well-chilled.
Double-strain into a Champagne flute.
Slowly top with the lambrusco to create a layered effect.
Garnish with a lemon twist.
*Raspberry syrup: Add 1 cup sugar and 1 cup water into small saucepan. Bring mixture to boil, then simmer for 5 minutes or until sugar dissolves. Remove from heat and add 1 cup raspberries, mashing gently. Let mixture steep for 1 hour, then strain out solids. Store in refrigerator up to 1 week.",https://www.liquor.com/recipes/west-75th/,N/A
Romancing the Stone,"['1 ounce Blume Marillen apricot eau-de-vie', '1/2 ounce lemon juice, freshly squeezed', '1/2 ounce rich honey syrup (2 parts honey, 1 part water)', '1 dash Peychaud’s bitters', 'Sparkling wine, chilled, to top']","Add the Blume Marillen apricot eau-de-vie, lemon juice, honey syrup and Peychaud’s bitters into a shaker with ice and shake until well-chilled.
Double-strain into a chilled Champagne flute.
Top with Champagne (or other sparkling white wine).",https://www.liquor.com/recipes/romancing-the-stone/,N/A
Maxwell,"['1 1/2 ounces vodka', '1/4 ounce Cointreau', '3/4 ounce cucumber juice', '1/2 ounce lemon juice', '1/4 ounce agave nectar', 'Champagne']","Serves 2.
Add the cucumber vodka, Cointreau, cucumber juice, lemon juice and agave nectar into a large shaker with ice and shake until well-chilled.
Double-strain, dividing between two flutes.
Top each flute with Champagne and chill the rest of the bottle in an ice bucket.
While drinking, top with more Champagne as desired.",https://www.liquor.com/recipes/the-maxwell-cocktail/,N/A
Woodson & Ford,"['1 ounce Laird’s bottled-in-bond apple brandy', '1 ounce Zacapa 23 rum', '3/4 ounce sweet vermouth', '1/4 ounce Benedictine', '1 dash Fee Brothers whiskey barrel bitters', 'Garnish: lemon twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a cocktail glass.
Garnish with a lemon twist.",https://www.liquor.com/woodson-ford-cocktail-recipe-5089916,Cognac & Other Brandy Cocktails
Flint,"['1 ounce Rémy Martin XO cognac', '1 heaping barspoon green Chartreuse', '3/4 ounce lacto-fermented melon brine*', '1 1/2 ounces London Essence pink pomelo tonic water (or other grapefruit tonic water)']","Add the cognac, Chartreuse and fermented melon brine into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over one large ice cube.
Top with the tonic water and stir briefly and gently to combine.
*Lacto-fermented melon brine: Add 14 ounces honey, 14 ounces water and 1 teaspoon noniodized salt into a bowl and mix well until the liquid is runny and the salt has dissolved. Dice a 1-pound melon, keeping the skin on, and add it and the liquid to a sous-vide bag or Mason jar and seal it. Keep the container in a warm place away from direct sunlight, checking daily to see if the bag (if using) has inflated. If so, open the bag to release the excess air and reseal it. (If using a Mason jar, open it to release the excess carbon dioxide after a couple of days.) The fermentation will be ready in 5 to 7 days. Once it’s ready, keep refrigerated.",https://www.liquor.com/flint-cocktail-recipe-5086422,Cognac & Other Brandy Cocktails
Jamboree,"[""1 1/4 ounces Domaine d'Esperance blanche Armagnac"", '3/4 ounce Cocchi Americano aperitif', '1/4 ounce Blume Marillen apricot eau-de-vie', '1/4 ounce Yaguara plata cachaça', '1/2 ounce Fusion verjus blanc', '1 tsp black cardamom syrup*', 'Garnish: lemon twist']","Add all ingredients into a mixing glass with ice and stir until well-chilled.
Strain into a Nick & Nora glass.
Twist a swath of lemon rind over the glass to express its oils, then discard.
*Black cardamom syrup: In a pot over low heat, add 20 grams black cardamom pods, crushed, with 2 cups water and 2 cups granulated white sugar, stirring, until the mixture just begins to boil (approximately 10 minutes). Lower the heat and gently simmer for 30 minutes with the lid covering the pot. Remove from heat and allow to cool to room temperature. Strain out the solids. Store, refrigerated, in an airtight container.",https://www.liquor.com/jamboree-cocktail-recipe-5084401,Cognac & Other Brandy Cocktails
Pusherman,"['1 ounce Tariquet blanche Armagnac', '1 ounce green-tea-infused Tanqueray No. 10 gin*', '1/2 ounce Dolin genepy', '1/2 ounce Pierre Ferrand pineau des Charentes', '1/4 ounce St-Germain elderflower liqueur', '3/4 ounce lemon juice, freshly squeezed', '1/2 ounce lemon sherbet', '1/2 ounce sugar cane syrup', '3 dashes Bittermens celery bitters', 'Cucumber soda, to top', 'Garnish: grated nutmeg']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a teacup with one ice cube.
Top with cucumber soda.
Garnish with grated nutmeg.
*Green-tea-infused Tanqueray No. 10 gin: Add 2 grams green tea (about the equivalent of 1 tea bag) to 1 750-milliliter bottle of Tanqueray No. 10 gin. Allow to infuse at room temperature for 10 to 15 minutes, tasting for potency every 5 minutes and stirring. Strain out solids through a fine strainer.",https://www.liquor.com/pusherman-cocktail-recipe-5084394,Cognac & Other Brandy Cocktails
Pumpkin Sazerac,"['2 ounces cognac', '1/2 ounce pumpkin syrup', '3 dashes bitters', '1/4 ounce absinthe', 'lemon twist']","Chill a rocks glass in the freezer for 15 minutes.
Add the cognac (or rye whiskey), pumpkin syrup and bitters into a mixing glass with ice and stir for 30 seconds.
Remove the rocks glass from the freezer and add the absinthe, swirling it around the inside, then discard the excess.
Strain the stirred mixture into the prepared glass.
Twist a swath of lemon peel over the glass to express the oils onto the drink, then discard.
*Pumpkin syrup: Add 16 ounces hot water, 3 1/2 cups granulated white sugar, 1/2 cup packed brown sugar, 1 teaspoon ground cinnamon, 1/2 teaspoon ground nutmeg, 1/2 teaspoon allspice and 20 sugar-cube-size lumps of freshly cooked pumpkin into a blender. Blend until the texture is smooth. Strain through a sieve and discard solids. Keep refrigerated.",https://www.liquor.com/pumpkin-sazerac-cocktail-recipe-5082132,Cognac & Other Brandy Cocktails
Pumpkin Buck,"['1 1/2 ounces whiskey', 'Pumpkin soda', 'candied ginger', 'nutmeg']","Add the applejack or whiskey to a highball glass and fill with ice.
Top with the pumpkin soda and stir gently to combine.
Garnish with a skewered piece of candied ginger and freshly grated nutmeg.
*Pumpkin soda: Add 1 can pumpkin puree, 3 quarts water, zest of 6 lemons, 3 ounces maple syrup, 1/2 cup finely chopped fresh ginger, 1 cinnamon stick, 4 whole cloves, 1 vanilla bean (split), 3 star anise pods and 4 cardamom pods to a large saucepan and bring to a low boil. Simmer for 20 minutes, then remove from heat. Allow to cool, then strain out the solids. Run the mixture through a soda maker to carbonate. Will keep refrigerated in an airtight container for up to one week.",https://www.liquor.com/pumpkin-buck-cocktail-recipe-5081495,Cognac & Other Brandy Cocktails
Applejack Rabbit,"['2 ounces apple brandy', '3/4 ounce lemon juice', '3/4 ounce orange juice', '1/2 ounce maple syrup', 'lemon twist']","Add the apple brandy, lemon juice, orange juice and maple syrup into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Garnish with a lemon twist.",https://www.liquor.com/recipes/applejack-rabbit/,N/A
Brandy Old Fashioned,"['3 dashes bitters', '2 orange slices', '2 maraschino cherries', '1 sugar cube', '2 ounces brandy', '7UP', 'maraschino cherry', 'orange slice']","Add the bitters, orange slices, cherries and sugar cube to an Old Fashioned glass and muddle to combine.
Add ice to fill the glass, then add the brandy.
Top with the 7UP, Sprite or club soda, and stir to chill.
Garnish with a skewered cherry and an orange slice.",https://www.liquor.com/recipes/brandy-old-fashioned/,N/A
Brandy Sangaree,"['1/2 teaspoon sugar', '1 teaspoon water', '2 ounces brandy', '1 ounce port wine', 'Garnish: grated nutmeg']","Add the sugar and water into a mixing glass and stir until the sugar is dissolved.
Add the brandy and port wine, then add ice and stir.
Strain into a chilled Nick and Nora glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/recipes/brandy-sangaree/,N/A
Calvados Sidecar,"['Lemon wedge', '1 ounce Calvados', '1 ounce Cointreau', '1 ounce lemon juice', 'cinnamon-sugar', 'orange twist']","Combine equal amounts of cinnamon and sugar on a small saucer.
Rub the rim of a cocktail glass with a lemon wedge and dip the glass carefully into the cinnamon-sugar mixture so that only the very top of the rim is coated evenly.
Place the glass in the freezer to harden the rim.
Add the Calvados, Cointreau and lemon juice into a shaker with ice and shake until well-chilled.
Strain into the prepared glass.
Garnish with an orange twist.",https://www.liquor.com/recipes/calvados-sidecar/,N/A
Forbidden Apple,"['1 ounce Calvados', '1/2 ounce Grand Marnier', '3 dashes Angostura bitters', '4 ounces Champagne, chilled, to top', 'Garnish: orange twist']","Add the Calvados, Grand Marnier and Angostura bitters to a Champagne flute.
Top with Champagne.
Garnish with an orange twist.",https://www.liquor.com/recipes/forbidden-apple/,N/A
Jack Rose,"['1 1/2 ounces brandy', '3/4 ounce lemon juice', '1/2 ounce grenadine', 'lemon twist']","Add the applejack, lemon juice and grenadine into a shaker with ice, and shake until well-chilled.
Fine-strain into a coupe glass, and garnish with a lemon twist.",https://www.liquor.com/recipes/jack-rose/,N/A
Princess Mary’s Pride,"['2 ounces apple brandy', '1 ounce Dubonnet rouge', '1/2 ounce dry vermouth', 'orange twist']","Add the Calvados, Dubonnet rouge and dry vermouth to a mixing glass with ice and stir until well-chilled.
Strain into a cocktail glass.
Garnish with an orange twist.",https://www.liquor.com/recipes/princess-marys-pride/,N/A
Stone Fence,"['2 ounces bourbon', '1 dash bitters', 'Apple cider', '1 mint sprig']","Add the spirit of your choice and Angostura bitters to a Collins glass filled with ice.
Fill the glass to the brim with the cider and stir gently to combine.
Garnish with a mint sprig.",https://www.liquor.com/recipes/stone-fence/,N/A
Great Pumpkin,"['2 ounces pumpkin ale', '1 ounce brandy', '1 ounce rye', '1/2 ounce maple syrup', '1 whole egg', 'nutmeg']","Add the pumpkin ale, apple brandy, rye, maple syrup and whole egg into a shaker and dry-shake (without ice) vigorously.
Add ice and shake again until well-chilled
Strain into a chilled Fizz glass.
Garnish with freshly grated nutmeg.
Consuming raw and lightly cooked eggs poses a risk of food-borne illness.",https://www.liquor.com/great-pumpkin-cocktail-recipe-5080841,Cognac & Other Brandy Cocktails
Re:Birth,"['1 ounce sake', '1/2 ounce St. George pear brandy', '1/4 ounce brandy', '1/4 ounce Distilleria Gualco Camomila liqueur', '1/2 ounce blackberry sage tea syrup', '4 dashes tartaric acid solution', 'edible flowers']","Add the sake, pear brandy, Singani 63, chamomile liqueur, blackberry sage tea syrup and tartaric acid solution into a rocks glass.
Fill with crushed ice and swizzle until chilled.
Garnish with edible flowers.
*Blackberry sage tea syrup: Steep 10 grams blackberry sage tea in 1000 grams boiling water for 3 minutes, then strain out tea leaves. Add 1000 grams sugar and whisk until dissolved.
**Tartaric acid solution: Combine 60 grams tartaric acid powder with 100 grams water. Stir until powder dissolves.",https://www.liquor.com/rebirth-cocktail-recipe-4843472,Cognac & Other Brandy Cocktails
Figgy Smalls,"['1 lemon wedge', 'Vanilla sugar*', '2 ounces black-fig-infused cognac**', '3/4 ounce Grand Marnier', '1/2 ounce lemon juice, freshly squeezed', '1/2 ounce orange juice, freshly squeezed', '1/4 ounce simple syrup', 'Garnish: 1 sage leaf']","Rub the outside rim of a cocktail glass with the lemon wedge, coat with the vanilla sugar and set aside.
Add the cognac, Grand Marnier, lemon juice, orange juice and simple syrup into a shaker with ice and shake until well-chilled.
Double-strain into the prepared glass.
Garnish with a sage leaf.
*Vanilla sugar: Put 1 cup sugar and 1 vanilla bean (cut open) in a container and shake to combine. Store up to a month.
**Black-fig-infused cognac: Fill a large container with 375 mL of cognac and 4 cups dried black mission figs. Let sit for a few days, shaking periodically. Strain out solids.",https://www.liquor.com/figgy-smalls-cocktail-recipe-4802015,Cognac & Other Brandy Cocktails
Rustaveli,"['1 ounce chacha', '1 ounce sweet Italian vermouth', '1 teaspoon Cynar', '5 drops absinthe']","Add the chacha, sweet Italian vermouth, Cynar and absinthe into a mixing glass filled with ice and stir until well-chilled.
Strain into a coupe.",https://www.liquor.com/rustaveli-cocktail-recipe-4798034,Cognac & Other Brandy Cocktails
Bagrationi,"['1 ounce chacha', '1 ounce Italian sweet vermouth', '1 ounce Campari']","Add the chacha, Italian sweet vermouth and Campari into a mixing glass with ice and stir.
Strain into a rocks glass over one large ice cube.",https://www.liquor.com/bagrationi-cocktail-recipe-4798033,Cognac & Other Brandy Cocktails
Nino,"['1 ounce chacha', '1 ounce white creme de cacao', '1 ounce lemon juice, freshly squeezed']","Add all ingredients into a shaker with ice and shake.
Strain into a coupe.",https://www.liquor.com/nino-cocktail-recipe-4798032,Cognac & Other Brandy Cocktails
Spiced Eggnog,"['2 large eggs', '3 ounces sugar', '3 ounces brandy', '2 ounces spiced rum', '3/4 cup whole milk', '1/2 cup heavy cream', 'nutmeg']","Serves 2.
Beat the eggs in a blender for 1 minute on medium speed.
Slowly add the sugar and blend for 1 minute.
With the blender still running, add the brandy, rum, milk and heavy cream and blend until combined.
Transfer to a container and chill thoroughly to allow the flavors to combine.
Serve in a chilled coupe or wine glass.
Garnish with freshly grated nutmeg.
Consuming raw and lightly cooked eggs poses a risk of food-borne illness.",https://www.liquor.com/recipes/spiced-eggnog/,Cognac & Other Brandy Cocktails
Saison Highball,"['1/2 ounce Adrien Camut six-year-old calvados', '1/2 ounce St. George apple brandy', '1/2 ounce Laird’s bottled-in-bond straight apple brandy', '5 ounces Cyril Zangs Ciderman apple cider', 'Garnish: Meyer lemon twist']","Pour the Adrien Camut six-year-old calvados, St. George apple brandy and Laird’s bottled-in-bond straight apple brandy into a chilled Collins glass with ice and stir for 5 seconds.
Top with the apple cider.
Garnish with a small Meyer lemon twist.",https://www.liquor.com/recipes/saison-highball/,Cognac & Other Brandy Cocktails
Grave Digger,"['1 1/2 ounces vanilla-infused brandy*', '3/4 ounce coffee liqueur', '1/2 ounce Grand Marnier', '1 ounce espresso, freshly brewed', 'Garnish: whipped cream', 'Garnish: Oreo cookies, crushed']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a coupe.
Top with whipped cream and crushed Oreo cookies (discarding cream in center).
*Vanilla-infused brandy: Cut 2 fresh vanilla pods lengthwise and place into a 750 mL bottle of brandy. Let sit for 3 to 5 days, shaking occasionally. Strain out pods and store.",https://www.liquor.com/recipes/grave-digger/,Cognac & Other Brandy Cocktails
"Hey, Gourdgeous","['16 ounces lemon juice', '12 ounces maple syrup', '8 ounces water', '2 Granny Smith apples', '4 ounces fresh ginger', '8 cinnamon sticks', '8 star anise pods', '1 tablespoon whole cloves', '1 teaspoon ground nutmeg', '1 bottle apple brandy', '1/2 bottle Amaro Montenegro', '6 spiced-butter-brushed baked mini pumpkins', 'cinnamon', 'cinnamon stick']","In a slow cooker, add lemon juice, maple syrup, water and apples, then top with ginger, cinnamon sticks, star anise, cloves and nutmeg.
Stir, then cover and cook on high for one hour.
Add apple brandy and amaro, and gently stir to mix.
Cover again and cook on high for another hour. Turn to low to keep warm, and serve as needed.
*Spiced-butter-brushed baked mini pumpkins: Preheat oven to 350 degrees. Slice off tops of 6 small pumpkins and hollow out insides, making sure not to scoop the walls too thin. Arrange pumpkins on a baking sheet cut side down and bake for 10-12 minutes, or until the insides are mushy. In the meantime, in a shallow saucepan on medium heat, add 2 sticks of salted butter, 4 cinnamon sticks and 1 tsp ground nutmeg. When butter is melted, stir in 1 cup packed brown sugar until completely mixed. Keep warm on very low heat so the mixture doesn’t burn. Remove pumpkins from oven, and turn them cut side up. Let stand to cool for 10 minutes. Brush spiced butter over inside of each pumpkin before pouring warm cocktail from slow cooker into each pumpkin.",https://www.liquor.com/recipes/hey-gourdgeous/,Cognac & Other Brandy Cocktails
Brandy Sangaree,"['1/2 teaspoon sugar', '1 teaspoon water', '2 ounces brandy', '1 ounce port wine', 'Garnish: grated nutmeg']","Add the sugar and water into a mixing glass and stir until the sugar is dissolved.
Add the brandy and port wine, then add ice and stir.
Strain into a chilled Nick and Nora glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/recipes/brandy-sangaree/,Cognac & Other Brandy Cocktails
Picon Punch,"['1 1/2 ounces Amer Picon', '1/4 ounce grenadine', 'Club soda', '1/2 ounce brandy', 'lemon peel']","Pour the Amer Picon substitute and grenadine into an Irish Coffee glass over ice and stir briefly.
Add the club soda almost to the top, leaving a little room in the glass.
Float the brandy on top.
Garnish with a lemon peel.
*Amer Picon: Because it’s not available in the U.S., as a substitute, combine 2 parts Ramazzotti amaro, 2 parts dry curaçao and 1 part gentian liqueur in an airtight bottle and shake. Refrigerate until ready to use.",https://www.liquor.com/recipes/picon-punch/,Cognac & Other Brandy Cocktails
Sidecar,"['1 1/2 ounces cognac', '3/4 ounce orange liqueur', '3/4 ounce lemon juice', 'orange twist', 'sugar']","Coat the rim of a coupe glass with sugar, if desired, and set aside.
Add the cognac, orange liqueur and lemon juice to a shaker with ice and shake until well-chilled.
Strain into the prepared glass.
Garnish with an orange twist.",https://www.liquor.com/recipes/sidecar/,Cognac & Other Brandy Cocktails
8 Brandy Cocktails to Make in 5 Minutes or Less,"['1 ounce Calvados', '1 ounce cognac', '1/2 ounce sweet vermouth']","Add the Calvados, cognac and sweet vermouth into a mixing glass with ice and stir until well-chilled.
Strain into a cocktail glass.",https://www.liquor.com/recipes/corpse-reviver-no-1/,N/A
Betsy Ross,"['1 1/2 ounces brandy', '1 1/2 ounces ruby port', '1/2 ounce orange curaçao', '2 dashes Angostura bitters']","Add the brandy, ruby port, orange curaçao and bitters to a mixing glass with ice and stir until well-chilled.
Strain into a chilled cocktail glass.",https://www.liquor.com/recipes/betsy-ross/,N/A
Sidecar,"['1 1/2 ounces cognac', '3/4 ounce orange liqueur', '3/4 ounce lemon juice', 'orange twist', 'sugar']","Coat the rim of a coupe glass with sugar, if desired, and set aside.
Add the cognac, orange liqueur and lemon juice to a shaker with ice and shake until well-chilled.
Strain into the prepared glass.
Garnish with an orange twist.",https://www.liquor.com/recipes/sidecar/,N/A
Side by Sidecar,"['Sugar, to rim glass', '3/4 ounce cognac', '3/4 ounce Pama pomegranate liqueur', '1 ounce triple sec', '1/2 ounce lemon juice, freshly squeezed']","Moisten the rim of a chilled Martini glass and coat it with sugar.
Add the cognac, pomegranate liqueur, triple sec, and lemon juice into a shaker filled with ice and shake until well-chilled.
Double-strain into the prepared glass.",https://www.liquor.com/recipes/side-by-sidecar/,N/A
Bacchanalian,"['1 3/4 ounces cognac', '3/4 ounce Merlot wine', '1/2 ounce agave nectar', '1/2 ounce lemon juice, freshly squeezed']","Add the cognac, merlot wine, agave nectar and lemon juice to a shaker filled with ice and shake until well-chilled.
Double-strain into a wine glass filled with fresh ice.",https://www.liquor.com/recipes/the-bacchanalian/,N/A
Brandy Sangaree,"['1/2 teaspoon sugar', '1 teaspoon water', '2 ounces brandy', '1 ounce port wine', 'Garnish: grated nutmeg']","Add the sugar and water into a mixing glass and stir until the sugar is dissolved.
Add the brandy and port wine, then add ice and stir.
Strain into a chilled Nick and Nora glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/recipes/brandy-sangaree/,N/A
Brandy Old Fashioned,"['3 dashes bitters', '2 orange slices', '2 maraschino cherries', '1 sugar cube', '2 ounces brandy', '7UP', 'maraschino cherry', 'orange slice']","Add the bitters, orange slices, cherries and sugar cube to an Old Fashioned glass and muddle to combine.
Add ice to fill the glass, then add the brandy.
Top with the 7UP, Sprite or club soda, and stir to chill.
Garnish with a skewered cherry and an orange slice.",https://www.liquor.com/recipes/brandy-old-fashioned/,N/A
Brandy Alexander,"['1 1/2 ounces cognac', '1 ounce creme de cacao', '1 ounce cream', 'nutmeg']","Add cognac, dark creme de cacao and cream into a shaker with ice and shake until well-chilled.
Strain into a chilled cocktail glass or a coupe glass.
Garnish with freshly grated nutmeg.",https://www.liquor.com/recipes/brandy-alexander/,N/A
Applejack Rabbit,"['2 ounces apple brandy', '3/4 ounce lemon juice', '3/4 ounce orange juice', '1/2 ounce maple syrup', 'lemon twist']","Add the apple brandy, lemon juice, orange juice and maple syrup into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Garnish with a lemon twist.",https://www.liquor.com/recipes/applejack-rabbit/,Cognac & Other Brandy Cocktails
Sea Breeze Cooler,"['1 ounce gin', '1 ounce apricot brandy', '1/2 ounce lemon juice', '2 dashes grenadine', 'Club soda', 'mint sprig']","Fill a highball glass with ice, then add the gin, apricot brandy, lemon juice and grenadine.
Top with the Club soda and stir briefly to combine.
Garnish with a mint sprig.",https://www.liquor.com/recipes/sea-breeze-cooler/,Cognac & Other Brandy Cocktails
Vieux Carré,"['3/4 ounce whiskey', '3/4 ounce cognac', '3/4 ounce sweet vermouth', '2 teaspoons liqueur', '4 dashes Dale DeGroff’s pimento aromatic bitters', 'maraschino cherry']","Add the rye whiskey, cognac, sweet vermouth, Benedictine and bitters into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over fresh ice or a cocktail glass.
Garnish with a cherry, a lemon twist or both.",https://www.liquor.com/recipes/vieux-carre/,Cognac & Other Brandy Cocktails
